flow rate(l/min),Pressure_ci,Pressure_hi,coldfluid_Pd,hotfluid_Pd,Ci_temp,co_temp,hi_temp,ho_temp,Density,HT_Coefficient
369.0, 0.1214, 0.1014, 13.14, 10.14, 314.55, 359.53, 368.27, 320.41, 912.69, 0.889732783365514
370.0, 0.122, 0.102, 13.2, 10.2, 314.54, 359.52, 368.26, 320.4, 912.7, 0.889732783365514
371.0, 0.1226, 0.1026, 13.26, 10.26, 314.53, 359.51, 368.25, 320.39, 912.71, 0.889732783365514
372.0, 0.1232, 0.1032, 13.32, 10.32, 314.52, 359.5, 368.24, 320.38, 912.72, 0.889732783365514
373.0, 0.1238, 0.1038, 13.38, 10.38, 314.51, 359.49, 368.23, 320.37, 912.73, 0.889732783365514
374.0, 0.1244, 0.1044, 13.44, 10.44, 314.5, 359.48, 368.22, 320.36, 912.74, 0.889732783365514
375.0, 0.125, 0.105, 13.5, 10.5, 314.49, 359.47, 368.21, 320.35, 912.75, 0.889732783365514
376.0, 0.1256, 0.1056, 13.56, 10.56, 314.48, 359.46, 368.2, 320.34, 912.76, 0.8899216569367199
377.0, 0.1262, 0.1062, 13.62, 10.62, 314.47, 359.45, 368.19, 320.33, 912.77, 0.8899216569367199
378.0, 0.1268, 0.1068, 13.68, 10.68, 314.46, 359.44, 368.18, 320.32, 912.78, 0.8899216569367199
379.0, 0.1274, 0.1074, 13.74, 10.74, 314.45, 359.43, 368.17, 320.31, 912.79, 0.8899216569367199
380.0, 0.128, 0.10800000000000001, 13.8, 10.8, 314.44, 359.42, 368.16, 320.3, 912.8, 0.8899216569367199
381.0, 0.1286, 0.1086, 13.86, 10.86, 314.43, 359.41, 368.15, 320.29, 912.81, 0.8899216569367199
382.0, 0.1292, 0.1092, 13.92, 10.92, 314.42, 359.4, 368.14, 320.28, 912.82, 0.8899216569367199
383.0, 0.1298, 0.1098, 13.98, 10.98, 314.41, 359.39, 368.13, 320.27, 912.83, 0.8899216569367199
384.0, 0.1304, 0.1104, 14.04, 11.04, 314.4, 359.38, 368.12, 320.26, 912.84, 0.8981499999999975
385.0, 0.131, 0.111, 14.1, 11.1, 314.39, 359.37, 368.11, 320.25, 912.85, 0.8981499999999975
386.0, 0.1316, 0.1116, 14.16, 11.16, 314.38, 359.36, 368.1, 320.24, 912.86, 0.8981499999999975
387.0, 0.1322, 0.1122, 14.22, 11.22, 314.37, 359.35, 368.09, 320.23, 912.87, 0.8981499999999975
388.0, 0.1328, 0.1128, 14.28, 11.28, 314.36, 359.34, 368.08, 320.22, 912.88, 0.8981499999999975
389.0, 0.1334, 0.1134, 14.34, 11.34, 314.35, 359.33, 368.07, 320.21, 912.89, 0.8981499999999975
390.0, 0.134, 0.114, 14.4, 11.4, 314.34, 359.32, 368.06, 320.2, 912.9, 0.8981499999999975
391.0, 0.1346, 0.1146, 14.46, 11.46, 314.33, 359.31, 368.05, 320.19, 912.91, 0.8981499999999975
392.0, 0.1352, 0.1152, 14.52, 11.52, 314.32, 359.3, 368.04, 320.18, 912.92, 0.8991500000000006
393.0, 0.1358, 0.1158, 14.58, 11.58, 314.31, 359.29, 368.03, 320.17, 912.93, 0.8991500000000006
394.0, 0.1364, 0.1164, 14.64, 11.64, 314.3, 359.28, 368.02, 320.16, 912.94, 0.8991500000000006
395.0, 0.13699999999999998, 0.11699999999999999, 14.7, 11.7, 314.29, 359.27, 368.01, 320.15, 912.95, 0.8991500000000006
396.0, 0.1376, 0.1176, 14.76, 11.76, 314.28, 359.26, 368.0, 320.14, 912.96, 0.8991500000000006
397.0, 0.1382, 0.1182, 14.82, 11.82, 314.27, 359.25, 367.99, 320.13, 912.97, 0.8991500000000006
398.0, 0.1388, 0.1188, 14.88, 11.88, 314.26, 359.24, 367.98, 320.12, 912.98, 0.8991500000000006
399.0, 0.1394, 0.1194, 14.94, 11.94, 314.25, 359.23, 367.97, 320.11, 912.99, 0.8991500000000006
400.0, 0.14, 0.12, 15.0, 12.0, 314.24, 359.22, 367.96, 320.1, 913.0, 0.8991500000000006
401.0, 0.1406, 0.1206, 15.06, 12.06, 314.23, 359.21, 367.95, 320.09, 913.01, 0.8991500000000006
402.0, 0.1412, 0.1212, 15.12, 12.12, 314.22, 359.2, 367.94, 320.08, 913.02, 0.8991500000000006
403.0, 0.1418, 0.1218, 15.18, 12.18, 314.21, 359.19, 367.93, 320.07, 913.03, 0.8991500000000006
404.0, 0.1424, 0.1224, 15.24, 12.24, 314.2, 359.18, 367.92, 320.06, 913.04, 0.8991500000000006
405.0, 0.14300000000000002, 0.12300000000000001, 15.3, 12.3, 314.19, 359.17, 367.91, 320.05, 913.05, 0.8991500000000006
406.0, 0.1436, 0.1236, 15.36, 12.36, 314.18, 359.16, 367.9, 320.04, 913.06, 0.8991500000000006
407.0, 0.1442, 0.1242, 15.42, 12.42, 314.17, 359.15, 367.89, 320.03, 913.07, 0.8991500000000006
408.0, 0.1448, 0.1248, 15.48, 12.48, 314.16, 359.14, 367.88, 320.02, 913.08, 0.8991500000000006
409.0, 0.1454, 0.1254, 15.54, 12.54, 314.15, 359.13, 367.87, 320.01, 913.09, 0.8991500000000006
410.0, 0.146, 0.126, 15.6, 12.6, 314.14, 359.12, 367.86, 320.0, 913.1, 0.8991500000000006
411.0, 0.1466, 0.1266, 15.66, 12.66, 314.13, 359.11, 367.85, 319.99, 913.11, 0.8991500000000006
412.0, 0.1472, 0.1272, 15.72, 12.72, 314.12, 359.1, 367.84, 319.98, 913.12, 0.8991500000000006
413.0, 0.1478, 0.1278, 15.78, 12.78, 314.11, 359.09, 367.83, 319.97, 913.13, 0.8991500000000006
414.0, 0.1484, 0.1284, 15.84, 12.84, 314.1, 359.08, 367.82, 319.96, 913.14, 0.8991500000000006
415.0, 0.149, 0.129, 15.9, 12.9, 314.09, 359.07, 367.81, 319.95, 913.15, 0.8991500000000006
416.0, 0.1496, 0.1296, 15.96, 12.96, 314.08, 359.06, 367.8, 319.94, 913.16, 0.8991500000000006
417.0, 0.1502, 0.1302, 16.02, 13.02, 314.07, 359.05, 367.79, 319.93, 913.17, 0.8991500000000006
418.0, 0.1508, 0.1308, 16.08, 13.08, 314.06, 359.04, 367.78, 319.92, 913.18, 0.8991500000000006
419.0, 0.1514, 0.1314, 16.14, 13.14, 314.05, 359.03, 367.77, 319.91, 913.19, 0.8991500000000006
420.0, 0.152, 0.132, 16.2, 13.2, 314.04, 359.02, 367.76, 319.9, 913.2, 0.8991500000000006
421.0, 0.1526, 0.1326, 16.26, 13.26, 314.03, 359.01, 367.75, 319.89, 913.21, 0.8991500000000006
422.0, 0.1532, 0.1332, 16.32, 13.32, 314.02, 359.0, 367.74, 319.88, 913.22, 0.8991500000000006
423.0, 0.1538, 0.1338, 16.38, 13.38, 314.01, 358.99, 367.73, 319.87, 913.23, 0.8991500000000006
424.0, 0.1544, 0.1344, 16.44, 13.44, 314.0, 358.98, 367.72, 319.86, 913.24, 0.8991500000000006
425.0, 0.155, 0.135, 16.5, 13.5, 313.99, 358.97, 367.71, 319.85, 913.25, 0.8991500000000006
426.0, 0.1556, 0.1356, 16.56, 13.56, 313.98, 358.96, 367.7, 319.84, 913.26, 0.8991500000000006
427.0, 0.1562, 0.1362, 16.62, 13.62, 313.97, 358.95, 367.69, 319.83, 913.27, 0.9000000000000004
428.0, 0.1568, 0.1368, 16.68, 13.68, 313.96, 358.94, 367.68, 319.82, 913.28, 0.9000000000000004
429.0, 0.1574, 0.1374, 16.74, 13.74, 313.95, 358.93, 367.67, 319.81, 913.29, 0.9000000000000004
430.0, 0.158, 0.138, 16.8, 13.8, 313.94, 358.92, 367.66, 319.8, 913.3, 0.9000000000000004
431.0, 0.1586, 0.1386, 16.86, 13.86, 313.93, 358.91, 367.65, 319.79, 913.31, 0.9000000000000004
432.0, 0.1592, 0.1392, 16.92, 13.92, 313.92, 358.9, 367.64, 319.78, 913.32, 0.9000000000000004
433.0, 0.1598, 0.1398, 16.98, 13.98, 313.91, 358.89, 367.63, 319.77, 913.33, 0.9000000000000004
434.0, 0.1604, 0.1404, 17.04, 14.04, 313.9, 358.88, 367.62, 319.76, 913.34, 0.9000000000000004
435.0, 0.161, 0.141, 17.1, 14.1, 313.89, 358.87, 367.61, 319.75, 913.35, 0.9000000000000004
436.0, 0.1616, 0.1416, 17.16, 14.16, 313.88, 358.86, 367.6, 319.74, 913.36, 0.9000000000000004
437.0, 0.1622, 0.1422, 17.22, 14.22, 313.87, 358.85, 367.59, 319.73, 913.37, 0.9000000000000004
438.0, 0.1628, 0.1428, 17.28, 14.28, 313.86, 358.84, 367.58, 319.72, 913.38, 0.9000000000000004
439.0, 0.1634, 0.1434, 17.34, 14.34, 313.85, 358.83, 367.57, 319.71, 913.39, 0.9000000000000004
440.0, 0.16399999999999998, 0.14400000000000002, 17.4, 14.4, 313.84, 358.82, 367.56, 319.7, 913.4, 0.9000000000000004
441.0, 0.1646, 0.1446, 17.46, 14.46, 313.83, 358.81, 367.55, 319.69, 913.41, 0.9000000000000004
442.0, 0.1652, 0.1452, 17.52, 14.52, 313.82, 358.8, 367.54, 319.68, 913.42, 0.9000000000000004
443.0, 0.1658, 0.1458, 17.58, 14.58, 313.81, 358.79, 367.53, 319.67, 913.43, 0.9000000000000004
444.0, 0.1664, 0.1464, 17.64, 14.64, 313.8, 358.78, 367.52, 319.66, 913.44, 0.9000000000000004
445.0, 0.16699999999999998, 0.147, 17.7, 14.7, 313.79, 358.77, 367.51, 319.65, 913.45, 0.9000000000000004
446.0, 0.1676, 0.1476, 17.76, 14.76, 313.78, 358.76, 367.5, 319.64, 913.46, 0.9000000000000004
447.0, 0.1682, 0.1482, 17.82, 14.82, 313.77, 358.75, 367.49, 319.63, 913.47, 0.9000000000000004
448.0, 0.1688, 0.1488, 17.88, 14.88, 313.76, 358.74, 367.48, 319.62, 913.48, 0.9000000000000004
449.0, 0.1694, 0.1494, 17.94, 14.94, 313.75, 358.73, 367.47, 319.61, 913.49, 0.9000000000000004
450.0, 0.17, 0.15, 18.0, 15.0, 313.74, 358.72, 367.46, 319.6, 913.5, 0.9000000000000004
451.0, 0.1706, 0.1506, 18.06, 15.06, 313.73, 358.71, 367.45, 319.59, 913.51, 0.9000000000000004
452.0, 0.1712, 0.1512, 18.12, 15.12, 313.72, 358.7, 367.44, 319.58, 913.52, 0.9000000000000004
453.0, 0.1718, 0.1518, 18.18, 15.18, 313.71, 358.69, 367.43, 319.57, 913.53, 0.9000000000000004
454.0, 0.1724, 0.1524, 18.24, 15.24, 313.7, 358.68, 367.42, 319.56, 913.54, 0.9000000000000004
455.0, 0.17300000000000001, 0.153, 18.3, 15.3, 313.69, 358.67, 367.41, 319.55, 913.55, 0.9000000000000004
456.0, 0.1736, 0.1536, 18.36, 15.36, 313.68, 358.66, 367.4, 319.54, 913.56, 0.9000000000000004
457.0, 0.1742, 0.1542, 18.42, 15.42, 313.67, 358.65, 367.39, 319.53, 913.57, 0.9000000000000004
458.0, 0.1748, 0.1548, 18.48, 15.48, 313.66, 358.64, 367.38, 319.52, 913.58, 0.9000000000000004
459.0, 0.1754, 0.1554, 18.54, 15.54, 313.65, 358.63, 367.37, 319.51, 913.59, 0.9000000000000004
460.0, 0.17600000000000002, 0.156, 18.6, 15.6, 313.64, 358.62, 367.36, 319.5, 913.6, 0.9000000000000004
461.0, 0.1766, 0.1566, 18.66, 15.66, 313.63, 358.61, 367.35, 319.49, 913.61, 0.9000000000000004
462.0, 0.1772, 0.1572, 18.72, 15.72, 313.62, 358.6, 367.34, 319.48, 913.62, 0.9000000000000004
463.0, 0.1778, 0.1578, 18.78, 15.78, 313.61, 358.59, 367.33, 319.47, 913.63, 0.9000000000000004
464.0, 0.1784, 0.1584, 18.84, 15.84, 313.6, 358.58, 367.32, 319.46, 913.64, 0.9000000000000004
465.0, 0.179, 0.159, 18.9, 15.9, 313.59, 358.57, 367.31, 319.45, 913.65, 0.9000000000000004
466.0, 0.1796, 0.1596, 18.96, 15.96, 313.58, 358.56, 367.3, 319.44, 913.66, 0.9000000000000004
467.0, 0.1802, 0.1602, 19.02, 16.02, 313.57, 358.55, 367.29, 319.43, 913.67, 0.9000000000000004
468.0, 0.1808, 0.1608, 19.08, 16.08, 313.56, 358.54, 367.28, 319.42, 913.68, 0.9000000000000004
469.0, 0.1814, 0.1614, 19.14, 16.14, 313.55, 358.53, 367.27, 319.41, 913.69, 0.9000000000000004
470.0, 0.182, 0.162, 19.2, 16.2, 313.54, 358.52, 367.26, 319.4, 913.7, 0.9000000000000004
471.0, 0.1826, 0.1626, 19.26, 16.26, 313.53, 358.51, 367.25, 319.39, 913.71, 0.9000000000000004
472.0, 0.1832, 0.1632, 19.32, 16.32, 313.52, 358.5, 367.24, 319.38, 913.72, 0.9000000000000004
473.0, 0.1838, 0.1638, 19.38, 16.38, 313.51, 358.49, 367.23, 319.37, 913.73, 0.9000000000000004
474.0, 0.1844, 0.1644, 19.44, 16.44, 313.5, 358.48, 367.22, 319.36, 913.74, 0.9000000000000004
475.0, 0.185, 0.165, 19.5, 16.5, 313.49, 358.47, 367.21, 319.35, 913.75, 0.9064369513599169
476.0, 0.1856, 0.1656, 19.56, 16.56, 313.48, 358.46, 367.2, 319.34, 913.76, 0.9064369513599169
477.0, 0.1862, 0.1662, 19.62, 16.62, 313.47, 358.45, 367.19, 319.33, 913.77, 0.9064369513599169
478.0, 0.1868, 0.1668, 19.68, 16.68, 313.46, 358.44, 367.18, 319.32, 913.78, 0.9064369513599169
479.0, 0.1874, 0.1674, 19.74, 16.74, 313.45, 358.43, 367.17, 319.31, 913.79, 0.9064369513599169
480.0, 0.188, 0.168, 19.8, 16.8, 313.44, 358.42, 367.16, 319.3, 913.8, 0.9064369513599169
481.0, 0.1886, 0.1686, 19.86, 16.86, 313.43, 358.41, 367.15, 319.29, 913.81, 0.9064369513599169
482.0, 0.1892, 0.1692, 19.92, 16.92, 313.42, 358.4, 367.14, 319.28, 913.82, 0.9064369513599169
483.0, 0.1898, 0.1698, 19.98, 16.98, 313.41, 358.39, 367.13, 319.27, 913.83, 0.9064369513599169
484.0, 0.1904, 0.1704, 20.04, 17.04, 313.4, 358.38, 367.12, 319.26, 913.84, 0.9064369513599169
485.0, 0.191, 0.171, 20.1, 17.1, 313.39, 358.37, 367.11, 319.25, 913.85, 0.9064369513599169
486.0, 0.1916, 0.1716, 20.16, 17.16, 313.38, 358.36, 367.1, 319.24, 913.86, 0.9064369513599169
487.0, 0.1922, 0.1722, 20.22, 17.22, 313.37, 358.35, 367.09, 319.23, 913.87, 0.9064369513599169
488.0, 0.1928, 0.1728, 20.28, 17.28, 313.36, 358.34, 367.08, 319.22, 913.88, 0.9064369513599169
489.0, 0.1934, 0.1734, 20.34, 17.34, 313.35, 358.33, 367.07, 319.21, 913.89, 0.9064369513599169
490.0, 0.19399999999999998, 0.174, 20.4, 17.4, 313.34, 358.32, 367.06, 319.2, 913.9, 0.9064369513599169
491.0, 0.1946, 0.1746, 20.46, 17.46, 313.33, 358.31, 367.05, 319.19, 913.91, 0.9064369513599169
492.0, 0.1952, 0.1752, 20.52, 17.52, 313.32, 358.3, 367.04, 319.18, 913.92, 0.9064369513599169
493.0, 0.1958, 0.1758, 20.58, 17.58, 313.31, 358.29, 367.03, 319.17, 913.93, 0.9064369513599169
494.0, 0.1964, 0.1764, 20.64, 17.64, 313.3, 358.28, 367.02, 319.16, 913.94, 0.9064369513599169
495.0, 0.19699999999999998, 0.177, 20.7, 17.7, 313.29, 358.27, 367.01, 319.15, 913.95, 0.9064369513599169
496.0, 0.1976, 0.1776, 20.76, 17.76, 313.28, 358.26, 367.0, 319.14, 913.96, 0.9064369513599169
497.0, 0.1982, 0.1782, 20.82, 17.82, 313.27, 358.25, 366.99, 319.13, 913.97, 0.9064369513599169
498.0, 0.1988, 0.1788, 20.88, 17.88, 313.26, 358.24, 366.98, 319.12, 913.98, 0.9064369513599169
499.0, 0.1994, 0.1794, 20.94, 17.94, 313.25, 358.23, 366.97, 319.11, 913.99, 0.9064369513599169
500.0, 0.2, 0.18, 21.0, 18.0, 313.24, 358.22, 366.96, 319.1, 914.0, 0.9064369513599169
501.0, 0.2006, 0.1806, 21.06, 18.06, 313.23, 358.21, 366.95, 319.09, 914.01, 0.9064369513599169
502.0, 0.2012, 0.1812, 21.12, 18.12, 313.22, 358.2, 366.94, 319.08, 914.02, 0.9064369513599169
503.0, 0.2018, 0.1818, 21.18, 18.18, 313.21, 358.19, 366.93, 319.07, 914.03, 0.9064369513599169
504.0, 0.2024, 0.1824, 21.24, 18.24, 313.2, 358.18, 366.92, 319.06, 914.04, 0.9064369513599169
505.0, 0.203, 0.183, 21.3, 18.3, 313.19, 358.17, 366.91, 319.05, 914.05, 0.9064369513599169
506.0, 0.2036, 0.1836, 21.36, 18.36, 313.18, 358.16, 366.9, 319.04, 914.06, 0.9064369513599169
507.0, 0.2042, 0.1842, 21.42, 18.42, 313.17, 358.15, 366.89, 319.03, 914.07, 0.9064369513599169
508.0, 0.2048, 0.1848, 21.48, 18.48, 313.16, 358.14, 366.88, 319.02, 914.08, 0.9064369513599169
509.0, 0.2054, 0.1854, 21.54, 18.54, 313.15, 358.13, 366.87, 319.01, 914.09, 0.9064369513599169
510.0, 0.20600000000000002, 0.18600000000000003, 21.6, 18.6, 313.14, 358.12, 366.86, 319.0, 914.1, 0.9064369513599169
511.0, 0.2066, 0.1866, 21.66, 18.66, 313.13, 358.11, 366.85, 318.99, 914.11, 0.9064369513599169
512.0, 0.2072, 0.1872, 21.72, 18.72, 313.12, 358.1, 366.84, 318.98, 914.12, 0.9064369513599169
513.0, 0.2078, 0.1878, 21.78, 18.78, 313.11, 358.09, 366.83, 318.97, 914.13, 0.9064369513599169
514.0, 0.2084, 0.1884, 21.84, 18.84, 313.1, 358.08, 366.82, 318.96, 914.14, 0.9064369513599169
515.0, 0.209, 0.18899999999999997, 21.9, 18.9, 313.09, 358.07, 366.81, 318.95, 914.15, 0.9064369513599169
516.0, 0.2096, 0.1896, 21.96, 18.96, 313.08, 358.06, 366.8, 318.94, 914.16, 0.9064369513599169
517.0, 0.2102, 0.1902, 22.02, 19.02, 313.07, 358.05, 366.79, 318.93, 914.17, 0.9064369513599169
518.0, 0.2108, 0.1908, 22.08, 19.08, 313.06, 358.04, 366.78, 318.92, 914.18, 0.9064369513599169
519.0, 0.2114, 0.1914, 22.14, 19.14, 313.05, 358.03, 366.77, 318.91, 914.19, 0.9064369513599169
520.0, 0.212, 0.192, 22.2, 19.2, 313.04, 358.02, 366.76, 318.9, 914.2, 0.9064369513599169
521.0, 0.2126, 0.1926, 22.26, 19.26, 313.03, 358.01, 366.75, 318.89, 914.21, 0.9064369513599169
522.0, 0.2132, 0.1932, 22.32, 19.32, 313.02, 358.0, 366.74, 318.88, 914.22, 0.9064369513599169
523.0, 0.2138, 0.1938, 22.38, 19.38, 313.01, 357.99, 366.73, 318.87, 914.23, 0.9064369513599169
524.0, 0.2144, 0.1944, 22.44, 19.44, 313.0, 357.98, 366.72, 318.86, 914.24, 0.9064369513599169
525.0, 0.215, 0.195, 22.5, 19.5, 312.99, 357.97, 366.71, 318.85, 914.25, 0.9064369513599169
526.0, 0.2156, 0.1956, 22.56, 19.56, 312.98, 357.96, 366.7, 318.84, 914.26, 0.9064373794958593
